user_id,first_name,last_name,password,balance_checking,balance_savings
62ff0ff8-f7f8-4fc3-a16f-1eb850937579,rahaf,ahmad,Rof$1234
23d7c134-b85b-48fb-b889-2befa8496976,rema,ahmad,Rom#1234
dbfb9a6d-96d3-452e-9022-d4a051e02400,roma,mohammed,Rom@1234
7ac4783f-2cac-410a-b034-6790afe76402,renad,yosuf,Ren@1234
ce789655-6da1-41c3-a7e2-55709f4d898d,rema,ahmad,Rem@1234
7f1876b4-5931-4fc4-83fa-42a690d4e97c,roro,Ror#1234,Ror#1234
5904b0b2-a78d-43c7-a425-5ae50c392084,soso,roro,Sos#1234
e7dd3a5a-2029-4081-ad27-5e4df445cfcd,rayan,ahmad,Ray@1234
c6833a42-b514-4c70-b256-264216d67d68,rofa,fallatah,Rof@1234
7e31e33a-cdf5-4dac-a97f-0799be9df41c,rahaf,fallatah,Rof$1234
2f042b61-bfd3-463a-a9f3-1b4e570f29b2,ahmad,fallatah,Ahm@1234
33f71a69-22c9-4cbe-9a32-0a3d7f6b1b3d,mriam,kheder,Mri@1234
589f39b6-d22a-46ac-bc87-1c56006e0a2b,rahaf,ahmad,Rof#1234
b2ffc789-d400-4061-94c5-252743cd275c,ginger,mari,Gin@1234
9b6ded9b-1c14-42d8-a3c7-d9e7121ece93,rahaf,ahmad,Rof@1234
b71f4500-7cd6-4a53-beab-0f1a2e179b5e,wed,ibraheem,Wee@1234
81096820-d757-45a8-abfe-c00b065d6278,rema,ahmad,Rem@1234
9f1348dc-03ee-47c4-96b9-bd93324b211b,mohamed,ahmad,Moh@1234
b9f55e6b-0273-48c9-8ec3-6f69d48bac26,rayan,ahmad,Ray@1234
b9f55e6b-0273-48c9-8ec3-6f69d48bac26,rayan,ahmad,Ray@1234
e379b2d5-255c-41ed-b196-e00f4b94b949,rahaf,ahmad,Rof@1234
71a42356-2433-4635-af73-7cb9c1495bab,rahaf,ahmad,Rof@1234
526b4c67-30d0-4231-89a4-dd19b9baf9a5,rahaf,ahmad,Rof@1234
a8275796-fb48-4c5f-a3dc-05ea6d18925c,rahaf,ahmad,Rof@1234
85ccffe7-0bbc-4983-8f4c-34c717085da4,rayan,ahmad,Ray@1234
f658ff4a-8c73-40aa-99c1-c23a110cb777,wedad,adam,Wed@1234
f658ff4a-8c73-40aa-99c1-c23a110cb777,wedad,adam,Wed@1234
a88bd2a4-aacd-4bad-8bec-9edc50af48f9,remas,taha,Rem@1123
f658ff4a-8c73-40aa-99c1-c23a110cb777,wedad,adam,Wed@1234
a88bd2a4-aacd-4bad-8bec-9edc50af48f9,remas,taha,Rem@1123
fd5e0e35-a864-4231-9c6b-8b6ad1eeef45,reem,fahad,Ree@1234
f658ff4a-8c73-40aa-99c1-c23a110cb777,wedad,adam,Wed@1234
a88bd2a4-aacd-4bad-8bec-9edc50af48f9,remas,taha,Rem@1123
fd5e0e35-a864-4231-9c6b-8b6ad1eeef45,reem,fahad,Ree@1234
95610367-e35c-470f-9261-a240853553d7,rama,maher,Ram@1234
f658ff4a-8c73-40aa-99c1-c23a110cb777,wedad,adam,Wed@1234
a88bd2a4-aacd-4bad-8bec-9edc50af48f9,remas,taha,Rem@1123
fd5e0e35-a864-4231-9c6b-8b6ad1eeef45,reem,fahad,Ree@1234
95610367-e35c-470f-9261-a240853553d7,rama,maher,Ram@1234
2071ad88-43a5-43da-8198-cd23e7352d84,reef,majed,Ree@1234
6d5fbbea-2d66-46a4-b6e3-e7c74f5a8943,mona,raaed,Mon@1234
8ca2ffa4-6837-4cad-a5eb-480a256568aa,dfghj,fghj,Rsd@1234
edcd1b2a-6088-41c1-96ca-12f2df4a3949,rahaf,ahmad,Rof@1234
feb77135-3535-4fbf-9ea8-3cc3d476128c,maha,mohannad,Mah@1234
d3907b5a-90d1-4a5d-a064-0f7ace1754b2,rahaf,fallatah,Rof#1234
723453bd-1966-4a9f-9a3f-16b0016c09bf,rahaf,ahmad,Rof@1234
afda4e88-9336-4be3-9284-db7bd10c698f,lina,hamed,Len@1234
2cd1b301-2dcd-4289-a6d3-e53eb40f491d,remas,mohamed,Rem@1234
46e85e9f-efd9-4c10-90c5-a9b249a5a30b,rahaf,ahmad,Rof@1234
c1cc6f73-8d91-46e7-8378-794848f2b643,remas,ahmad,Rem@1234
55424865-0480-4bae-9bfb-201187a2e907,nora,ahmad,Nor@1234
a82c9197-59f0-4f35-a035-6b7f7f90225e,noha,ahmad,Noh@1234
067ea4ba-fdf1-4a00-9edf-0d982295297e,reem,ahmad,Ree@1234
534f8b03-e1db-4aeb-a74e-5d042d1aa309,rahaf,fallatah,Rof@1234
f40838e0-0fe4-43a3-883b-f2837bd503a1,rena,raed,Ren@1234
1d22a96c-d1f3-4758-a28d-fa8f8319967d,wedad,radi,Wed@1234
0222c927-7f7b-4821-9053-b0a210064cdf,rahaf,ahmad,Rof@1234
f1156b3d-db46-44e3-94ef-426425dbaeb4,reem,maher,Ree@1234
8d2d2d2d-c5c0-4190-8d8b-c26c88477528,rahaf,ahmad,Rof@1234
5ea1f855-4e63-42cf-a40d-094eca844f2b,reem,ahmad,Ree@1234
4d369476-ba10-4460-933b-7300e51e6107,rahaf,ahmad,Rof#1234
abae6b51-593c-408f-9802-fdf9c2f9277f,mariam,ahmad,Mar#1234
1feacb86-a8d8-49b9-a6d6-35168f97c822,rahaf,ahmad,Rof@1234
34274c8d-a284-4a9b-8ed2-9a1cb41f66f3,jood,ibraheem,Joo#1234
60dfe331-e1bd-4cfb-ac8c-d4ac9da8c310,rahaf,ahmad,Rof@1234
05f94305-a6b4-45c6-b6d5-dcacc9fdddab,rana,ahmad,Ran@1234
aaaa7d35-2016-43ba-bd10-67448d54b109,asmaa,ahmad,Asm@1234
cea2ecc3-52ff-4cae-85c8-8f0443f62434,hanan,maher,Han@1234
1cfe2570-54b3-465b-a9bc-9d5268b3e2b5,rahaf,ahmad,Rof@1234
65244429-1087-4052-856e-d7b3d120407b,rahaf,ahmad,Rof@123
59ebdf51-cdb6-4363-a712-c14f685fffaf,rahaf,ahmad,Rof#1234
460fda8d-6e70-40c7-b1ad-8697a8057b94,rahaf,fallatah,Rof$1234
29d51716-7ae7-4c59-bee3-ae561cf6124c,rahaf,fallatah,Rof$1234
9830642e-929b-4189-a21e-30b13b99d381,rahaf,ahmad,Rof@1234
09708867-32e0-48cf-9d81-6f55e453a4b1,rahaf,\ahmad,Rof#1234
c9aeaec5-87cb-4056-a6dd-225c6983ef20,rahaf,ahmad,Rah@1234
f8b26ec0-df82-42ea-9747-564c05719f2a,reem,ahmad,Ree#1234
01671a37-d710-4498-a4b7-3a4fe18bd87e,rana,ahmad,Ran#1234
6878f73d-928f-4a5b-813d-9f4b36e84ba8,rahaf,ahmad,Rah#1234
364edc75-d3eb-4a25-8771-d24756e3ea5f,rahaf,ahmad,fghhj
779dcde5-08db-4e1d-b61f-b1ba56a02ebb,reem,ahmad,Ree#1234
84b46ac1-250b-4b7a-b2b4-2716c4067299,rahaf,ahmad,Rof@1234
aca19f3f-4c15-4966-8f68-6318e201af8d,nohe,ahmad,Noh#1234
d57db1fb-a498-4c83-83d9-246b2c63f3eb,reemas,hashim,Rem@1234
d57db1fb-a498-4c83-83d9-246b2c63f3eb,reemas,hashim,Rem@1234
8cb981af-7c33-44b9-abf4-35e2f5316bec,rahaf,ahmad,Rof@1234
717496e9-1ec3-4064-ae4a-caef617a51aa,maha,mohab,Mah@1234
41d09871-2457-489a-afc8-d59efff8832e,reem,ahmad,Rom@1234
